0.000e+00 2.869e-01 4.008e-01 3.123e-01 2.565e-03
0.000e+00 2.869e-01 4.110e-01 3.022e-01 2.520e-03
0.000e+00 2.869e-01 4.211e-01 2.920e-01 2.477e-03
0.000e+00 2.869e-01 4.313e-01 2.818e-01 2.435e-03
0.000e+00 2.956e-01 3.906e-01 3.138e-01 2.484e-03
0.000e+00 2.956e-01 4.008e-01 3.037e-01 2.441e-03
0.000e+00 2.956e-01 4.110e-01 2.935e-01 2.400e-03
0.000e+00 2.956e-01 4.211e-01 2.833e-01 2.360e-03
0.000e+00 3.042e-01 3.804e-01 3.153e-01 2.407e-03
0.000e+00 3.042e-01 3.906e-01 3.051e-01 2.366e-03
0.000e+00 3.042e-01 4.008e-01 2.950e-01 2.327e-03
0.000e+00 3.042e-01 4.110e-01 2.848e-01 2.289e-03
0.000e+00 3.129e-01 3.702e-01 3.168e-01 2.334e-03
0.000e+00 3.129e-01 3.804e-01 3.066e-01 2.295e-03
0.000e+00 3.129e-01 3.906e-01 2.965e-01 2.257e-03
0.000e+00 3.129e-01 4.008e-01 2.863e-01 2.221e-03
0.000e+00 3.129e-01 4.110e-01 2.761e-01 2.185e-03
0.000e+00 3.216e-01 3.601e-01 3.183e-01 2.265e-03
0.000e+00 3.216e-01 3.702e-01 3.081e-01 2.227e-03
0.000e+00 3.216e-01 3.804e-01 2.980e-01 2.191e-03
0.000e+00 3.216e-01 3.906e-01 2.878e-01 2.156e-03
0.000e+00 3.216e-01 4.008e-01 2.776e-01 2.122e-03
0.000e+00 3.303e-01 3.499e-01 3.198e-01 2.199e-03
0.000e+00 3.303e-01 3.601e-01 3.096e-01 2.163e-03
0.000e+00 3.303e-01 3.702e-01 2.995e-01 2.128e-03
0.000e+00 3.303e-01 3.804e-01 2.893e-01 2.095e-03
0.000e+00 3.303e-01 3.906e-01 2.791e-01 2.062e-03
0.000e+00 3.390e-01 3.397e-01 3.213e-01 2.136e-03
0.000e+00 3.390e-01 3.499e-01 3.111e-01 2.102e-03
0.000e+00 3.390e-01 3.601e-01 3.010e-01 2.068e-03
0.000e+00 3.390e-01 3.702e-01 2.908e-01 2.036e-03
0.000e+00 3.390e-01 3.804e-01 2.806e-01 2.005e-03
0.000e+00 3.477e-01 3.295e-01 3.228e-01 2.076e-03
0.000e+00 3.477e-01 3.397e-01 3.126e-01 2.043e-03
0.000e+00 3.477e-01 3.499e-01 3.025e-01 2.012e-03
0.000e+00 3.477e-01 3.601e-01 2.923e-01 1.981e-03
0.000e+00 3.477e-01 3.702e-01 2.821e-01 1.951e-03
0.000e+00 3.563e-01 3.295e-01 3.141e-01 1.988e-03
0.000e+00 3.563e-01 3.397e-01 3.039e-01 1.957e-03
0.000e+00 3.563e-01 3.499e-01 2.938e-01 1.927e-03
0.000e+00 3.563e-01 3.601e-01 2.836e-01 1.899e-03
0.000e+00 3.650e-01 3.193e-01 3.156e-01 1.935e-03
0.000e+00 3.650e-01 3.295e-01 3.054e-01 1.905e-03
0.000e+00 3.650e-01 3.397e-01 2.953e-01 1.877e-03
0.000e+00 3.650e-01 3.499e-01 2.851e-01 1.849e-03
0.000e+00 3.737e-01 3.092e-01 3.171e-01 1.884e-03
0.000e+00 3.737e-01 3.193e-01 3.069e-01 1.856e-03
0.000e+00 3.737e-01 3.295e-01 2.968e-01 1.828e-03
0.000e+00 3.737e-01 3.397e-01 2.866e-01 1.802e-03
0.000e+00 3.737e-01 3.499e-01 2.764e-01 1.776e-03
0.000e+00 3.824e-01 2.990e-01 3.186e-01 1.836e-03
0.000e+00 3.824e-01 3.092e-01 3.084e-01 1.808e-03
0.000e+00 3.824e-01 3.193e-01 2.983e-01 1.782e-03
0.000e+00 3.824e-01 3.295e-01 2.881e-01 1.756e-03
0.000e+00 3.824e-01 3.397e-01 2.779e-01 1.731e-03
0.000e+00 3.911e-01 2.888e-01 3.201e-01 1.789e-03
0.000e+00 3.911e-01 2.990e-01 3.099e-01 1.763e-03
0.000e+00 3.911e-01 3.092e-01 2.998e-01 1.738e-03
0.000e+00 3.911e-01 3.193e-01 2.896e-01 1.713e-03
0.000e+00 3.911e-01 3.295e-01 2.794e-01 1.689e-03
0.000e+00 3.998e-01 2.786e-01 3.216e-01 1.745e-03
0.000e+00 3.998e-01 2.888e-01 3.114e-01 1.720e-03
0.000e+00 3.998e-01 2.990e-01 3.013e-01 1.695e-03
0.000e+00 3.998e-01 3.092e-01 2.911e-01 1.671e-03
0.000e+00 3.998e-01 3.193e-01 2.809e-01 1.648e-03
0.000e+00 4.084e-01 2.685e-01 3.231e-01 1.703e-03
0.000e+00 4.084e-01 2.786e-01 3.129e-01 1.678e-03
0.000e+00 4.084e-01 2.888e-01 3.027e-01 1.655e-03
0.000e+00 4.084e-01 2.990e-01 2.926e-01 1.632e-03
0.000e+00 4.084e-01 3.092e-01 2.824e-01 1.609e-03
0.000e+00 4.171e-01 2.583e-01 3.246e-01 1.662e-03
0.000e+00 4.171e-01 2.685e-01 3.144e-01 1.639e-03
0.000e+00 4.171e-01 2.786e-01 3.042e-01 1.616e-03
0.000e+00 4.171e-01 2.888e-01 2.941e-01 1.594e-03
0.000e+00 4.171e-01 2.990e-01 2.839e-01 1.572e-03
0.000e+00 4.258e-01 2.481e-01 3.261e-01 1.623e-03
0.000e+00 4.258e-01 2.583e-01 3.159e-01 1.600e-03
0.000e+00 4.258e-01 2.685e-01 3.057e-01 1.578e-03
0.000e+00 4.258e-01 2.786e-01 2.956e-01 1.557e-03
0.000e+00 4.258e-01 2.888e-01 2.854e-01 1.536e-03
