0.000e+00 0.000e+00 3.175e-01 0.000e+00 6.825e-01 6.271e-04
0.000e+00 0.000e+00 3.175e-01 1.628e-02 6.663e-01 6.439e-04
0.000e+00 0.000e+00 3.175e-01 3.257e-02 6.500e-01 6.616e-04
0.000e+00 0.000e+00 3.175e-01 4.885e-02 6.337e-01 6.803e-04
0.000e+00 0.000e+00 3.175e-01 6.514e-02 6.174e-01 7.003e-04
0.000e+00 0.000e+00 3.175e-01 8.142e-02 6.011e-01 7.215e-04
0.000e+00 0.000e+00 3.175e-01 9.771e-02 5.848e-01 7.439e-04
0.000e+00 0.000e+00 3.175e-01 1.140e-01 5.686e-01 7.678e-04
0.000e+00 0.000e+00 3.175e-01 1.303e-01 5.523e-01 7.933e-04
0.000e+00 0.000e+00 3.175e-01 1.466e-01 5.360e-01 8.205e-04
0.000e+00 0.000e+00 3.175e-01 1.628e-01 5.197e-01 8.497e-04
0.000e+00 0.000e+00 3.175e-01 1.791e-01 5.034e-01 8.809e-04
0.000e+00 0.000e+00 3.175e-01 1.954e-01 4.871e-01 9.144e-04
0.000e+00 0.000e+00 3.361e-01 0.000e+00 6.639e-01 6.419e-04
0.000e+00 0.000e+00 3.361e-01 1.628e-02 6.476e-01 6.596e-04
0.000e+00 0.000e+00 3.361e-01 3.257e-02 6.313e-01 6.786e-04
0.000e+00 0.000e+00 3.361e-01 4.885e-02 6.150e-01 6.985e-04
0.000e+00 0.000e+00 3.361e-01 6.514e-02 5.987e-01 7.197e-04
0.000e+00 0.000e+00 3.361e-01 8.142e-02 5.825e-01 7.423e-04
0.000e+00 0.000e+00 3.361e-01 9.771e-02 5.662e-01 7.663e-04
0.000e+00 0.000e+00 3.361e-01 1.140e-01 5.499e-01 7.921e-04
0.000e+00 0.000e+00 3.361e-01 1.303e-01 5.336e-01 8.196e-04
0.000e+00 0.000e+00 3.361e-01 1.466e-01 5.173e-01 8.489e-04
0.000e+00 0.000e+00 3.361e-01 1.628e-01 5.010e-01 8.804e-04
0.000e+00 0.000e+00 3.361e-01 1.791e-01 4.847e-01 9.142e-04
0.000e+00 0.000e+00 3.548e-01 0.000e+00 6.452e-01 6.578e-04
0.000e+00 1.886e-02 2.988e-01 0.000e+00 6.824e-01 6.269e-04
0.000e+00 1.886e-02 2.988e-01 1.628e-02 6.661e-01 6.437e-04
0.000e+00 1.886e-02 2.988e-01 3.257e-02 6.498e-01 6.613e-04
0.000e+00 1.886e-02 2.988e-01 4.885e-02 6.335e-01 6.801e-04
0.000e+00 1.886e-02 2.988e-01 6.514e-02 6.172e-01 6.999e-04
0.000e+00 1.886e-02 2.988e-01 8.142e-02 6.009e-01 7.210e-04
0.000e+00 1.886e-02 2.988e-01 9.771e-02 5.847e-01 7.434e-04
0.000e+00 1.886e-02 2.988e-01 1.140e-01 5.684e-01 7.672e-04
0.000e+00 1.886e-02 2.988e-01 1.303e-01 5.521e-01 7.926e-04
0.000e+00 1.886e-02 2.988e-01 1.466e-01 5.358e-01 8.198e-04
0.000e+00 1.886e-02 2.988e-01 1.628e-01 5.195e-01 8.488e-04
0.000e+00 1.886e-02 2.988e-01 1.791e-01 5.032e-01 8.798e-04
0.000e+00 1.886e-02 2.988e-01 1.954e-01 4.869e-01 9.132e-04
0.000e+00 1.886e-02 2.988e-01 2.117e-01 4.707e-01 9.490e-04
0.000e+00 1.886e-02 3.175e-01 0.000e+00 6.637e-01 6.417e-04
0.000e+00 1.886e-02 3.175e-01 1.628e-02 6.474e-01 6.595e-04
0.000e+00 1.886e-02 3.175e-01 3.257e-02 6.311e-01 6.782e-04
0.000e+00 1.886e-02 3.175e-01 4.885e-02 6.148e-01 6.982e-04
0.000e+00 1.886e-02 3.175e-01 6.514e-02 5.985e-01 7.194e-04
0.000e+00 1.886e-02 3.175e-01 8.142e-02 5.823e-01 7.419e-04
0.000e+00 1.886e-02 3.175e-01 9.771e-02 5.660e-01 7.659e-04
0.000e+00 1.886e-02 3.175e-01 1.140e-01 5.497e-01 7.914e-04
0.000e+00 1.886e-02 3.175e-01 1.303e-01 5.334e-01 8.187e-04
0.000e+00 1.886e-02 3.175e-01 1.466e-01 5.171e-01 8.480e-04
0.000e+00 1.886e-02 3.175e-01 1.628e-01 5.008e-01 8.794e-04
0.000e+00 1.886e-02 3.175e-01 1.791e-01 4.846e-01 9.130e-04
0.000e+00 1.886e-02 3.361e-01 0.000e+00 6.450e-01 6.576e-04
0.000e+00 3.773e-02 2.801e-01 0.000e+00 6.822e-01 6.268e-04
0.000e+00 3.773e-02 2.801e-01 1.628e-02 6.659e-01 6.435e-04
0.000e+00 3.773e-02 2.801e-01 3.257e-02 6.496e-01 6.611e-04
0.000e+00 3.773e-02 2.801e-01 4.885e-02 6.333e-01 6.798e-04
0.000e+00 3.773e-02 2.801e-01 6.514e-02 6.170e-01 6.995e-04
0.000e+00 3.773e-02 2.801e-01 8.142e-02 6.007e-01 7.206e-04
0.000e+00 3.773e-02 2.801e-01 9.771e-02 5.845e-01 7.429e-04
0.000e+00 3.773e-02 2.801e-01 1.140e-01 5.682e-01 7.666e-04
0.000e+00 3.773e-02 2.801e-01 1.303e-01 5.519e-01 7.919e-04
0.000e+00 3.773e-02 2.801e-01 1.466e-01 5.356e-01 8.190e-04
0.000e+00 3.773e-02 2.801e-01 1.628e-01 5.193e-01 8.479e-04
0.000e+00 3.773e-02 2.801e-01 1.791e-01 5.030e-01 8.788e-04
0.000e+00 3.773e-02 2.801e-01 1.954e-01 4.868e-01 9.120e-04
0.000e+00 3.773e-02 2.801e-01 2.117e-01 4.705e-01 9.477e-04
0.000e+00 3.773e-02 2.988e-01 0.000e+00 6.635e-01 6.416e-04
0.000e+00 3.773e-02 2.988e-01 1.628e-02 6.472e-01 6.592e-04
0.000e+00 3.773e-02 2.988e-01 3.257e-02 6.309e-01 6.779e-04
0.000e+00 3.773e-02 2.988e-01 4.885e-02 6.146e-01 6.978e-04
0.000e+00 3.773e-02 2.988e-01 6.514e-02 5.984e-01 7.189e-04
0.000e+00 3.773e-02 2.988e-01 8.142e-02 5.821e-01 7.414e-04
0.000e+00 3.773e-02 2.988e-01 9.771e-02 5.658e-01 7.653e-04
0.000e+00 3.773e-02 2.988e-01 1.140e-01 5.495e-01 7.908e-04
0.000e+00 3.773e-02 2.988e-01 1.303e-01 5.332e-01 8.180e-04
0.000e+00 3.773e-02 2.988e-01 1.466e-01 5.169e-01 8.471e-04
0.000e+00 3.773e-02 2.988e-01 1.628e-01 5.007e-01 8.783e-04
0.000e+00 3.773e-02 2.988e-01 1.791e-01 4.844e-01 9.119e-04
0.000e+00 3.773e-02 3.175e-01 0.000e+00 6.448e-01 6.574e-04
0.000e+00 5.659e-02 2.614e-01 0.000e+00 6.820e-01 6.267e-04
0.000e+00 5.659e-02 2.614e-01 1.628e-02 6.657e-01 6.433e-04
0.000e+00 5.659e-02 2.614e-01 3.257e-02 6.494e-01 6.609e-04
0.000e+00 5.659e-02 2.614e-01 4.885e-02 6.331e-01 6.795e-04
0.000e+00 5.659e-02 2.614e-01 6.514e-02 6.168e-01 6.992e-04
0.000e+00 5.659e-02 2.614e-01 8.142e-02 6.006e-01 7.201e-04
0.000e+00 5.659e-02 2.614e-01 9.771e-02 5.843e-01 7.424e-04
0.000e+00 5.659e-02 2.614e-01 1.140e-01 5.680e-01 7.660e-04
0.000e+00 5.659e-02 2.614e-01 1.303e-01 5.517e-01 7.912e-04
0.000e+00 5.659e-02 2.614e-01 1.466e-01 5.354e-01 8.182e-04
0.000e+00 5.659e-02 2.614e-01 1.628e-01 5.191e-01 8.469e-04
0.000e+00 5.659e-02 2.614e-01 1.791e-01 5.029e-01 8.777e-04
0.000e+00 5.659e-02 2.614e-01 1.954e-01 4.866e-01 9.108e-04
0.000e+00 5.659e-02 2.614e-01 2.117e-01 4.703e-01 9.464e-04
0.000e+00 5.659e-02 2.801e-01 0.000e+00 6.633e-01 6.413e-04
0.000e+00 5.659e-02 2.801e-01 1.628e-02 6.470e-01 6.590e-04
0.000e+00 5.659e-02 2.801e-01 3.257e-02 6.307e-01 6.777e-04
0.000e+00 5.659e-02 2.801e-01 4.885e-02 6.145e-01 6.975e-04
0.000e+00 5.659e-02 2.801e-01 6.514e-02 5.982e-01 7.186e-04
0.000e+00 5.659e-02 2.801e-01 8.142e-02 5.819e-01 7.409e-04
0.000e+00 5.659e-02 2.801e-01 9.771e-02 5.656e-01 7.648e-04
0.000e+00 5.659e-02 2.801e-01 1.140e-01 5.493e-01 7.901e-04
0.000e+00 5.659e-02 2.801e-01 1.303e-01 5.330e-01 8.172e-04
0.000e+00 5.659e-02 2.801e-01 1.466e-01 5.167e-01 8.463e-04
0.000e+00 5.659e-02 2.801e-01 1.628e-01 5.005e-01 8.773e-04
0.000e+00 5.659e-02 2.801e-01 1.791e-01 4.842e-01 9.107e-04
0.000e+00 5.659e-02 2.988e-01 0.000e+00 6.446e-01 6.572e-04
0.000e+00 7.545e-02 2.428e-01 0.000e+00 6.818e-01 6.265e-04
0.000e+00 7.545e-02 2.428e-01 1.628e-02 6.655e-01 6.431e-04
0.000e+00 7.545e-02 2.428e-01 3.257e-02 6.492e-01 6.606e-04
0.000e+00 7.545e-02 2.428e-01 4.885e-02 6.329e-01 6.791e-04
0.000e+00 7.545e-02 2.428e-01 6.514e-02 6.167e-01 6.988e-04
0.000e+00 7.545e-02 2.428e-01 8.142e-02 6.004e-01 7.197e-04
0.000e+00 7.545e-02 2.428e-01 9.771e-02 5.841e-01 7.419e-04
0.000e+00 7.545e-02 2.428e-01 1.140e-01 5.678e-01 7.655e-04
0.000e+00 7.545e-02 2.428e-01 1.303e-01 5.515e-01 7.905e-04
0.000e+00 7.545e-02 2.428e-01 1.466e-01 5.352e-01 8.173e-04
0.000e+00 7.545e-02 2.428e-01 1.628e-01 5.189e-01 8.461e-04
0.000e+00 7.545e-02 2.428e-01 1.791e-01 5.027e-01 8.767e-04
0.000e+00 7.545e-02 2.428e-01 1.954e-01 4.864e-01 9.096e-04
0.000e+00 7.545e-02 2.428e-01 2.117e-01 4.701e-01 9.450e-04
0.000e+00 7.545e-02 2.428e-01 2.280e-01 4.538e-01 9.831e-04
0.000e+00 7.545e-02 2.614e-01 0.000e+00 6.631e-01 6.412e-04
0.000e+00 7.545e-02 2.614e-01 1.628e-02 6.468e-01 6.587e-04
0.000e+00 7.545e-02 2.614e-01 3.257e-02 6.305e-01 6.774e-04
0.000e+00 7.545e-02 2.614e-01 4.885e-02 6.143e-01 6.972e-04
0.000e+00 7.545e-02 2.614e-01 6.514e-02 5.980e-01 7.182e-04
0.000e+00 7.545e-02 2.614e-01 8.142e-02 5.817e-01 7.404e-04
0.000e+00 7.545e-02 2.614e-01 9.771e-02 5.654e-01 7.641e-04
0.000e+00 7.545e-02 2.614e-01 1.140e-01 5.491e-01 7.895e-04
